SchoolYear,DistrictNCES,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate
2020-2021,2700142,96932188,St Paul City School District,Public,Saint Paul,MN,565,08/31/2020,Online Only,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,01/06/2021
2020-2021,,96932246,St Paul Consrvtry Prfrming Artist Dist,Public,Saint Paul,MN,530,09/08/2020,Hybrid,Unknown,Yes,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/30/2020
2020-2021,,96932162,Step Academy Charter Office,Public,Saint Paul,MN,450,09/04/2020,Online Only,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,No,01/05/2021
2020-2021,,108557772,Twin Cities Academy,Public,Saint Paul,MN,600,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2700262,96932105,Twin Cities German Immersion School Dist,Public,Saint Paul,MN,500,09/08/2020,Hybrid,No,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,11/04/2020
2020-2021,,101975426,Upper Mississippi Academy District Ofc,Public,Saint Paul,MN,264,08/31/2020,Other,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,01/26/2021
2020-2021,2700353,96932057,Urban Academy Charter School District,Public,Saint Paul,MN,280,09/08/2020,Online Only,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,12/11/2020
2020-2021,2733870,896627,Saint Peter Independent Schl Dist 508,Public,Saint Peter,MN,2455,09/09/2020,Hybrid,Unknown,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,11/04/2020
2020-2021,2732820,896515,Sartell-St Stephen Indpndnt Sch Dist 748,Public,Sartell,MN,3882,09/08/2020,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/22/2020
2020-2021,2732850,896517,Sauk Centre School District 743,Public,Sauk Centre,MN,1257,08/31/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Unknown,Yes,10/13/2020
2020-2021,2732880,896484,Sauk Rapids School District 47,Public,Sauk Rapids,MN,4950,09/08/2020,Online Only,Yes,Pending,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/29/2020
2020-2021,2700311,96941662,Aspen Academy Charter District,Public,Savage,MN,520,08/31/2020,Hybrid,Unknown,Yes,Yes,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,12/11/2020
2020-2021,2732970,896468,Sebeka Independent School District 820,Public,Sebeka,MN,490,09/08/2020,On Premises,Yes,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,No,Never closed,Unknown,10/22/2020
2020-2021,2733000,896740,Shakopee School District 720,Public,Shakopee,MN,7315,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2718960,896565,Martin County West School District 2448,Public,Sherburn,MN,755,09/08/2020,On Premises,No,Unknown,No,No,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,12/16/2020
2020-2021,2700090,896594,Murray County Central ISD 2169,Public,Slayton,MN,729,09/03/2020,Hybrid,Unknown,No,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,11/06/2020
2020-2021,2733210,896628,Sleepy Eye Public Schools,Public,Sleepy Eye,MN,600,08/24/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/13/2020
2020-2021,2733270,896785,South Saint Paul Public Schools,Public,South Saint Paul,MN,3670,09/08/2020,Online Only,Yes,Yes,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/26/2020
2020-2021,2733300,896659,Spring Grove School District 297,Public,Spring Grove,MN,358,09/08/2020,Hybrid,Unknown,Yes,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/29/2020
2020-2021,2733330,896726,Spring Lake Park School District 16,Public,Spring Lake Park,MN,6493,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2700007,896664,Kingsland Public Schools,Public,Spring Valley,MN,600,09/08/2020,Hybrid,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10/13/2020
2020-2021,2733390,896629,Springfield Public Schools,Public,Springfield,MN,575,08/24/2020,On Premises,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/14/2020
2020-2021,2733420,896717,St Anthony-New Brighton ISD 282,Public,St Anthony,MN,1797,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2733780,896723,St Louis Park School District 283,Public,St Louis Park,MN,4521,09/08/2020,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,12/29/2020
2020-2021,2733900,896469,Staples-Motley Independent Sch Dist 2170,Public,Staples,MN,943,09/08/2020,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Unknown,Unknown,Yes,09/25/2020
2020-2021,2700293,96943322,Glacial Hills Elementary School District,Public,Starbuck,MN,125,09/01/2020,Other,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/11/2020
2020-2021,2700127,896418,Stephen-Argyle Central School Dist 2856,Public,Stephen,MN,330,09/08/2020,On Premises,No,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/09/2020
2020-2021,2738160,896660,Stewartville School District 534,Public,Stewartville,MN,2062,09/14/2020,Hybrid,No,Unknown,Yes,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,01/11/2021
2020-2021,2700362,96932216,St Croix Preparatory Academy Charter Ofc,Public,Stillwater,MN,1200,08/31/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,10/12/2020
2020-2021,2738190,896787,Stillwater Area Public Schools ISD 834,Public,Stillwater,MN,8694,09/14/2020,Online Only,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,12/22/2020
2020-2021,2738280,896485,Swanville School District 486,Public,Swanville,MN,309,09/08/2020,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,No,12/28/2020
2020-2021,2738850,896431,Thief River Falls School District,Public,Thief River Falls,MN,2179,09/08/2020,Hybrid,Yes,Yes,No,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,09/24/2020
2020-2021,2700255,96942973,Birch Grove Community School District,Public,Tofte,MN,32,09/08/2020,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/03/2020
2020-2021,2700372,108558464,Vermilion Country School,,Tower,MN,40,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2700326,896595,Tracy Area Public Schools 2904,Public,Tracy,MN,780,09/08/2020,Hybrid,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,11/05/2020
2020-2021,2740680,896597,Truman School District 458,Public,Truman,MN,222,09/14/2020,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/23/2020
2020-2021,2700101,896445,Norman County East Indep Schl Dist 2215,Public,Twin Valley,MN,350,09/08/2020,Hybrid,Yes,No,No,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/28/2020
2020-2021,2740740,896730,Lake Superior School District 381,Public,Two Harbors,MN,1441,09/10/2020,Online Only,Unknown,No,No,No,Required for all staff,Required for high school students only,Yes,Unknown,Unknown,Unknown,12/30/2020
2020-2021,2700294,896593,RTR School District 2902,Public,Tyler,MN,645,09/26/2020,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/15/2020
2020-2021,2740810,896446,Ulen-Hitterdal School District 914,Public,Ulen,MN,310,09/08/2020,Unknown,Yes,Unknown,Yes,No,Required for all staff,Required for all students,Unknown,No,Never closed,Unknown,12/30/2020
2020-2021,2740830,896447,Underwood School District 550,Public,Underwood,MN,650,08/17/2020,Hybrid,Unknown,No,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Unknown,12/17/2020
2020-2021,2740860,896486,Upsala Area School District 487,Public,Upsala,MN,367,09/08/2020,Hybrid,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/29/2020
2020-2021,2700186,46920546,Academy For Sciences and Agriculture,Public,Vadnais Heights,MN,475,09/08/2020,Other,No,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/11/2020
2020-2021,2740920,896472,Verndale Independent School District 818,Public,Verndale,MN,510,09/08/2020,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/29/2020
2020-2021,2700008,896685,St Louis County Independent SD 2142,Public,Virginia,MN,2014,09/08/2020,On Premises,Yes,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,01/11/2021
2020-2021,2741040,896684,Virginia Independent School District 706,Public,Virginia,MN,1817,09/08/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/26/2021
2020-2021,2741060,896661,Wabasha-Kellogg Public Schools,Public,Wabasha,MN,556,09/08/2020,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/06/2021
2020-2021,2741430,896546,Wabasso School District 640,Public,Wabasso,MN,390,08/25/2020,Online Only,Yes,Unknown,No,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,No,12/29/2020
2020-2021,2741460,896743,Waconia Public Schools ISD 110,Public,Waconia,MN,4034,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2700022,896473,Wadena-Deer Creek Public Schools 2155,Public,Wadena,MN,1011,09/08/2020,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,09/30/2020
2020-2021,2733510,896548,St Cloud Area School District 742,Public,Waite Park,MN,9648,09/09/2020,Online Only,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/14/2020
2020-2021,2702910,896475,Walker-Hackensack-Akely ISD 113,Public,Walker,MN,400,09/08/2020,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Pending,Pending,Pending,Pending,Yes,12/30/2020
2020-2021,2717100,896680,Kenyon-Wanamingo School District 2172,Public,Wanamingo,MN,804,09/08/2020,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/15/2020
2020-2021,2700256,96941280,Northern Lights Community School Dist,Public,Warba,MN,105,08/24/2020,Online Only,No,Unknown,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Unknown,12/03/2020
2020-2021,2700024,896419,Warren-Alvarado-Oslo School Dist 2176,Public,Warren,MN,420,09/10/2020,On Premises,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,12/11/2020
2020-2021,2741850,896420,Warroad School District 690,Public,Warroad,MN,1030,09/08/2020,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,10/23/2020
2020-2021,2741880,896598,Waseca Independent School District 829,Public,Waseca,MN,1845,09/08/2020,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,01/11/2021
2020-2021,2741910,896744,Watertown-Mayer School District 111,Public,Watertown,MN,1777,09/08/2020,Online Only,Yes,Pending,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,01/11/2021
2020-2021,2700013,896599,Waterville-Elysian-Morstown School Dist,Public,Waterville,MN,839,09/14/2020,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for all students,Unknown,Yes,Closed 6-14 days,Yes,10/19/2020
2020-2021,2742120,896448,Waubun Independent School District 435,Public,Waubun,MN,707,09/08/2020,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/16/2020
2020-2021,2700005,896602,United South Central Independent SD 2134,Public,Wells,MN,675,09/08/2020,On Premises,Yes,Unknown,Yes,No,Unknown,Required for middle/high school students only,Yes,Yes,Never closed,Yes,10/15/2020
2020-2021,2700361,108558417,Academic Arts High School,Public,West Saint Paul,MN,98,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2700183,896566,Westbrook-Walnut Grove Schl Dist 2898,Public,Westbrook,MN,410,09/08/2020,On Premises,No,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Unknown,Never closed,Unknown,12/30/2020
2020-2021,2742330,896547,Wheaton School District 803,Public,Wheaton,MN,403,09/08/2020,On Premises,Unknown,No,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/30/2020
2020-2021,2742360,896791,White Bear Lake School District 624,Public,White Bear Lake,MN,8886,09/15/2020,Online Only,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/05/2021
2020-2021,2742720,896569,Willmar Public School District 347,Public,Willmar,MN,5539,09/08/2020,Unknown,Unknown,No,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/08/2020
2020-2021,2742750,896687,Willow River Independent School Dist 577,Public,Willow River,MN,450,09/08/2020,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,09/28/2020
2020-2021,2742780,896603,Windom School District 177,Public,Windom,MN,970,09/16/2020,On Premises,Yes,No,Yes,No,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/08/2020
2020-2021,2705850,94960870,Bluffview Montessori School District Ofc,Public,Winona,MN,250,09/09/2020,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,12/23/2020
2020-2021,2700221,96940993,Riverway Learning Community Charter Ofc,Public,Winona,MN,115,08/24/2020,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,12/11/2020
2020-2021,2744070,896662,Winona Area Public Schools,Public,Winona,MN,3317,09/08/2020,Hybrid,Unknown,Unknown,Yes,Unknown,Required for all staff,Required for middle/high school students only,Unknown,Pending,Pending,Yes,10/15/2020
2020-2021,2700167,108557524,Math and Science Academy,Public,Woodbury,MN,500,,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,
2020-2021,2744160,896567,Worthington School District 518,Public,Worthington,MN,3013,09/08/2020,Hybrid,Yes,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/13/2020
2020-2021,2744190,896688,Wrenshall School District 100,Public,Wrenshall,MN,351,09/08/2020,Hybrid,Unknown,No,Unknown,Unknown,Unknown,Required for all students,Unknown,Unknown,Never closed,No,12/09/2020
2020-2021,2902850,894159,Adrian R-III School District,Public,Adrian,MO,684,08/25/2020,Hybrid,Yes,Unknown,No,Yes,Not required,Required for middle/high school students only,Yes,Yes,Unknown,Yes,10/15/2020
2020-2021,2902880,894322,Advance R-IV School District,Public,Advance,MO,420,08/26/2020,Unknown,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,12/30/2020
2020-2021,2902970,894235,Albany R-III School District,Public,Albany,MO,465,08/25/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,10/29/2020
2020-2021,2903000,894283,Santa Fe R-X School District,Public,Alma,MO,305,08/24/2020,On Premises,Yes,Unknown,Yes,Yes,Not required,Not required,Yes,Yes,Never closed,Yes,12/11/2020
2020-2021,2903040,894323,Altenburg Public School District 48,Public,Altenburg,MO,113,08/26/2020,On Premises,Unknown,Unknown,Yes,Yes,Not required,Not required,Yes,Yes,Never closed,Unknown,12/11/2020
2020-2021,2903060,893992,Alton R-IV School District,Public,Alton,MO,761,08/24/2020,On Premises,Yes,Unknown,Unknown,Unknown,Not required,Not required,Yes,Unknown,Closed 6-14 days,Yes,12/17/2020
2020-2021,2920820,894160,Miami R-1 School District,Public,Amoret,MO,200,08/25/2020,On Premises,Yes,Yes,Yes,No,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,12/04/2020
2020-2021,2920610,894128,McDonald County R-I School District,Public,Anderson,MO,3948,08/24/2020,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Not required,Yes,Yes,Pending,Yes,11/04/2020
2020-2021,2928470,894335,South Iron County R-I School District,Public,Annapolis,MO,342,08/24/2020,Online Only,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,12/30/2020
2020-2021,2903120,894161,Appleton City R-II School District,Public,Appleton City,MO,315,08/26/2020,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/11/2020
2020-2021,2915240,894162,Hudson School District R9,Public,Appleton City,MO,55,08/26/2020,On Premises,No,Unknown,No,No,Not required,Not required,Unknown,Yes,Never closed,No,01/21/2021
2020-2021,2903200,894163,Archie R-V School District,Public,Archie,MO,530,08/25/2020,Hybrid,Yes,No,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,01/05/2021
2020-2021,2912300,894462,Fox C-6 School District,Public,Arnold,MO,11897,08/27/2020,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Closed indefinitely,Yes,01/26/2021
